intents,text
feedback,"i'm seeking guidance on improving my coding style, may your expertise shed some light?"
content_generation,assemble a quiz that challenges students to differentiate between various programming paradigms.
exit,kindly finish the current chat now
feedback,please consider the ease of reading when judging the output's paragraphing.
reset,"actually, we need a reset."
doubt,please clarify the base cases used in recursion examples.
out_of_scope,solve 81 - 20.
out_of_scope,how does loneliness shape your self-perception?
content_generation,suggest some project topics for a final year project in control systems.
content_generation,can you suggest an email template for soliciting volunteer participation in a study?
exit,"actually, shutdown initiated."
doubt,what is happening when the automated feedback system generates comments that do not correspond to the rubric criteria applied to that specific assignment?
exit,"shut down now, thank you."
out_of_scope,"who could forget those old memes that evoke a sense of nostalgia, stirring the chat into a mix of laughs and silence?"
content_generation,write a list of key terms for a sociology discussion on family structures.
reset,kindly clear all prior dialogue data.
doubt,how to determine if the curriculum deadline has been extended or rescheduled?
exit,"polite exit, done."
out_of_scope,can you explain the concept of least common multiples with an example?
out_of_scope,set a notification for the delivery updates of the ordered food.
doubt,please elaborate on the errors encountered when trying to play videos in lms.
doubt,why does this solution contradict the earlier theory?
reset,"please, forget former interactions, for a pure start."
out_of_scope,how do professional relationships impact personal dating experiences?
